"","klasifikasi","score","text"
"4451","Positif",2,"semoga wabah  cepat musnah  ekonomi indonesia cepat   terkenaphk  cepat  kerja  amin"
"4452","Negatif",-1,"warga  rapid test  pasar bocor  non reaktif inikebumen rapidtest  pasaradisional â€"
"4453","Positif",1,"kemenpora    patok  gugus tugas tanggulang      atur   koordinasi  menteri  lembaga a   lainnyaâ â kemenporariâ pemudamajuolahragajaya pictwittercompkkpvoxr"
"4454","Positif",0," libur anak sekolah dampak  ngeblogdirumah â€"
"4455","Positif",0," beebaran"
"4456","Positif",0," pemprov fokus  daerah    kena     lainkalian        kena    tau  pura"
"4457","Negatif",-1,"pemprov lampung  kalender didik menyesuaikan kembang  â€ lewatlampung"
"4458","Negatif",-1,"halo sobatpora   menpora zainudin amal lakukan jumpa pers  viual  media  kantor kemenpora jakaa menpora sampa   dunia olahraga  indonesia   henti   covidâ â kemenporari pemudamajuolahragajaya pictwittercomeamnxpt"
"4459","Positif",0,"mendagri  atur new normal   asn  pemda"
"4460","Positif",0,"      â€"
"4461","Positif",0,"juni indonesiakorsel uji vaksin  pt kalbe farma tbk kalbe  memu â€"
"4462","Positif",0," harap  rezeki   niaga    bantu mak ayah  kampung  kasusan   rana  niaga    pkp    niaga pictwittercomcktfsejk"
"4463","Negatif",-2,"anakanak tuju  sekolah  pandemi  orang tua tolak angket â€"
"4464","Negatif",-2,"anakanak tuju  sekolah  pandemi  orang tua tolak angket â€"
"4465","Positif",0,"sosialisasi hidup new normal forkopincam batang kota  warga  pandemi   lupa protokol  tatakehidupanbaru new normal pictwittercomskqkqpry"
"4466","Negatif",-3,"anakanak tuju  sekolah  pandemi  orang tua menolaktaucepattanpabatas beritaterkini berita news beritanasional â€"
"4467","Positif",0,"bank dunia restu dana us juta program tanggap darurat  indonesia â€ dampakviruscorona"
"4468","Positif",0,"anggota polsek cimanggu laksana giat woro woro himbauan cegah  wilayah cimanggu jumat poldajateng polrescilacap polsekcimangggu â€"
"4469","Positif",0,"yuk masuk akper yuk  bantu   balesanya pahala amin"
"4470","Positif",1,"najibrazak  kasus     mei singapura indonesia filipina malaysia thailand wabak     rakyat malaysia  leka    perintah kawal gerak syarat"
"4471","Negatif",-2,"baraza  michezo nchini hispania limethibitisha kuwa michezo ya ligi ku soka nchini humo itaendelea tena june baada yakusimama kwa muda kutokana  maambukizi ya  vya  hapo jana rais wa  ligi javier tebas alitoa taarifa ya kuendelea ligi hiyo june pictwittercomhmnfvzy"
"4472","Negatif",-2," nak tanam sikap avoid beli unnecessary things  kisah  benda   sale   latest version    baca economy  predictions  seram       nak habis kena tanam habit simpan"
"4473","Positif",0," inemona yati â€"
"4474","Negatif",-1,"repost â€ â€ â€ â€ â€ â€  stigma bersamasama  solidariti  stigma lawan  kredit world health organization western pacificâ€ â€"
"4475","Positif",1,"tular cepat sekal  "
"4476","Negatif",-1," besraya alir trafik gerak lancar  kawal   arah  lebuhraya cuaca  patuh arah perintah kawal pergerakanpkp  putus rantai sebar   kltu staysafe stayathome kitajagakita pictwittercomvhdoqxvlc"
"4477","Negatif",-4,"hang patut tengok flowcha   gila  kena mintak surat  polis   lepas   kena lapor   cprc lis lepastuh  kena   screening lepastuh kena home isolation  days  kak susah  "
"4478","Negatif",-1,"y  lawan  masuk   bukancovid"
"4479","Positif",0,"destinasi wisata  parakansalak tutup  pandemi covidinfodesaku â€ pictwittercomxkojqyzrn"
"4480","Negatif",-3,"sekolah  buka   efektif    protokol pakai tnipolri  nanganin wabah  anggota  tahan wabah  gue pusing     serius kayak hubung uwuwuwu"
"4481","Negatif",-1,"depok  psbb  tanggap darurat   enam   â€ "
"4482","Positif",0,"sengidinwe y   ngilala imini yoke ngizizwa nginyazeka ngombana kungananto engiyenzako"
"4483","Negatif",-2,"ngebayangin entar anakanak gue ajar sejarah  sekolah  jam meganthropus  wabah  anja"
"4484","Positif",0,"tuding wali kota risma serobot mobil pcr gugus tugas  jatim    serobot"
"4485","Positif",0,"ndui ba tuan    limpas   ksi anak rantau niğÿ˜”  sedih doa  cepat   pulang kg"
"4486","Positif",0,"pemimpin   komunikasi  koordinasi  bikin jatim  khusus surabaya  episentrum   bijaktidak  banding daerah   hasil perang lawan   lakukan   kompetisi"
"4487","Positif",0,"  musim panen peach  jalur gaza buah  lezat  sumber  utama   keluarga palestina petan  masker  sarung tang  panen  tindak lawan  grouppalestine â€"
"4488","Negatif",-1,"loyo belanja konsumen as lemah gerak dolar as jakaa mei â€“ wib â€“ victory international futures â€“ wabah   orang amerika timbun   uang dariâ€ â€"
"4489","Positif",1,"pandu cegah  new normal  menteri sehat r sl slsukawening slgarutlapadruhama puskasusos fasilitator kemensos kemenkasus covidpasanggrahan â€"
"4490","Positif",0,"kali cuci tang â˜‘ kali  scan suhu tubuh â˜‘    tau   kang ojek ngambil gofood  pandemi  yuk order gofoodnya   raguk lagiğÿ‘œpictwittercomhvsdcyx"
"4491","Negatif",-1,"pemerintah beri longgar wfh  asn  produktif      kantor    pandemi   butuh patuh hadap protokol sehat  physical distancing"
"4492","Positif",3,"bpk  buang  ego  masuk  indonesia  maju pandemik    dunia   indonesia   dunia  juang  bebas  cobi  bpk buang ego   bpk  beri masuk  bijak  pemerintah terimakasih"
"4493","Negatif",-2," umat agama islam  indonesia   derita  sedih kegiataan ibadah tergangu   pandemi    china      imlek    pemeluk agama hindu     borobudur   raya "
"4494","Negatif",-1," jam baca trendingan bu risma vs bu khofifah conclusionhmmmm  korban rakyat  ego politik  pemerintah   wewenang  kompak nanganin nih "
"4495","Positif",1,"repost â€ â€ â€ â€ â€ â€ assalamualaikumsalam sejahtera rakyat malaysia  kasih ğÿ˜š ringkas kasus   mei kasus baharu lapor perinci kasus baharu kasus impo â€ â€"
"4496","Negatif",-1,"salur bantu  polsek tebing  barat  anak yatimpiatu a fakir miskin desa renak dungun kecpulau merbau kab kep meranti  kena dampak   pedulicovid pictwittercomikvqzg"
"4497","Positif",0,"ji meri tweets  positive hain woh tl par aa h nhi  hongi shayad apki as jaat hain because wo  negative hain ğÿ˜‚ğÿ˜‚"
"4498","Positif",1,"pagi   rapat batas  pimpin presidenmembahas evaluasi psn  pemulihan ekonomi nasional dampak  pictwittercomhtjnysmzi"
"4499","Positif",0," harap  rezeki   niaga    bantu mak ayah  kampung  kasusan   rana  niaga    pkp    niaga pictwittercomkjhfqyrn"
"4500","Negatif",-4,"  mati  mati  panik karantina khusus  beri  golong  takut  nik   rumah    hilang"
"4501","Positif",2,"gawai positif  toserba yogya  ciamis ditutupantara news jawa barat â€"
"4502","Positif",1,"najibrazak  kasus     mei singapura indonesia filipina malaysia thailand wabak     rakyat malaysia  leka    perintah kawal gerak syarat"
"4503","Negatif",-1,"cegah tular  jaksa jalan rapid test taucepattanpabatas beritaterkini â€"
"4504","Positif",1,"repost â€ â€ â€ â€ â€ â€ repost â€ â€ â€ â€ â€ â€ nyata akhbar menteri kasusihatan malaysia situasi  jangkit sakit coronavirus   malaysia meiâ€ â€"
"4505","Negatif",-1," warga msia warga asing kena pecatğÿ˜œ"
"4506","Positif",1,"inspirasi banteng kali om kemarin  bilang surabaya zona merah     langsung nyebutâ€ pdip ğÿğÿğÿ"
"4507","Positif",0,"serikali wajitahidi wanapowapima watu ugonjwa wa  wapigwe picha kando  kuchukua nambari zao  si ili wapate kuwafatilia endapo wamedanganyandipowataweza kuwapata haraka mno kupitia runinga  magazetini"
"4508","Positif",0," syak   new zealand  kene halau  "
"4509","Positif",0,"repost â€ â€ â€ â€ â€ â€ repost â€ â€ â€ â€ â€ â€ doa khusus mohon hindar  kreditâ€ â€"
"4510","Positif",0,"kenapaaaa siii corrupt  excel nyaağÿ˜  kayak  tau  nular semuaaağÿ˜ğÿ˜"
"4511","Positif",2,"  tenaga sehat sawar  bandar lampung positif  â€ lewatlampung"
"4512","Positif",0,"  ruru tutu tururu tururu ğÿ˜‚ğÿ˜‚ğÿ˜‚ losnegrosdelataud stayathome staysafe coronavirus  cuarentena ff ll siguemeytesigo viernes friday en buin region metropolitana chile â€"
"4513","Positif",0," you guys lepak   deh takdağÿ˜"
"4514","Negatif",-1,"pulang jam  rumah  buka laptop jasa uang  bulaaann   normal   biar kerja gue  ribet "
"4515","Positif",0,"uji klinik vaksin  rencana  lakukan   juni â€"
"4516","Positif",3,"  hidup  hardimunity    hidup damping   new normal   halus doang"
"4517","Negatif",-1,"kalo   singgah  kasih kopi ya  hatiâ˜•ïâœwaqaryounis   babygirl pictwittercommowghnqte"
"4518","Positif",1,"imbang  cerdaswarga    terima lakukan new normalkarena tingkat kedisplinan  sadar warga  dampak   minim"
"4519","Positif",0,"kelompok monyet  india curi sampel darah pasien  â€ darisuara"
"4520","Positif",2,"stabilitas sektor jasa uang  jaga   pandemi  pictwittercompgntpficl"
"4521","Positif",0,"result togel hongkong mei togelonline result agentogelonline krucild prediksitogel dirumahaja stayhome  sahpictwittercomiljniezc"
"4522","Negatif",-1,"enfagrowaplusâ aplusmom cerdasnyaaplus  mitos  fakta bayi anakanak  coronavirus  â€"
"4523","Negatif",-1,"komika mesti  ujung tombak  kampanye lawan "
"4524","Negatif",-3,"lanjutkanselalu peduli  memperhatikanmasyarakat  kena dampak coviddan  juang putus rantai wabah "
"4525","Negatif",-1,"praktik  landa kurvapelajaran  aceh lengkap  youtubehumas aceh acehhebat praktikbaik melandaikankurva pelajarandariaceh coronavirus covidpictwittercomyldxauk"
"4526","Positif",3,"repost â€ â€ â€ â€ â€ â€ alhamdulillah  sakit   sembuh  terengganu  sakit   discaj   pulang malam terima kasih   frontliners atasâ€ â€"
"4527","Positif",1,"bpk   pemeriksaan  lapor uang negara  penanganan pandemi  laporankeuangan â€"
"4528","Positif",2,"delapan pasien  nabire  sembuh kembal  keluarga â€ nabire papua"
"4529","Positif",0,"akakiiko akal ku mulimu gwâ€™okulwanyisa okusasaana kwâ€™ekirwadde  mu bitundu byâ€™e masaka kasazeewo okuddamu okuggala ekibuga masaka nbsamasengejje nbsupdates staysafeug pictwittercomvcdopkofgm"
"4530","Negatif",-1,"pangkogabwilhan i tinjau rs darurat khusus   wisma atlet mayor"
"4531","Negatif",-2,"proses ajar  rumah  jenjang paud sd   negeriswata  lembaga kursus  kota mojokeo    rangka cegah sebar   sampa  suratâ€ â€"
"4532","Positif",0,"walaahh   bagus  nihil        curva   turunayoo  anjuran pemerintah disiplin jaga jarak aman pakai masker rajin cuci tang   sop sehat â€"
"4533","Negatif",-1,"kaba kampuang informasi gugus tugas penanganan  sumatera barat infosumbar"
"4534","Positif",1,"lambar  catat nol positif covidharian momentum â€"
"4535","Positif",0,"eahquake  maharashtra tn delhi guj raj up mp wb assm bihar odisha kar  tel kerla cg  jhark uk hry chandigr punjab hp manipur nagal goa megha coronavirusupdate pictwittercomhnwsikskg"
"4536","Positif",0," jokowi  terhormatpemerintahan   sempurna  berantas   phk   mutasi     bijak  rugi rakyat masuk  hilang  kerja honorer nonpns  dampak   suami    â€"
"4537","Negatif",-3," sentuh angka juta     beambah  kalkulasi negara hadap ekonomi  citra politik jabat   ya korban  merekamereka    pilih    milik fasilitas  beahan "
"4538","Positif",1,"eta jawat tun   pengerusi  sah  ros pkpb  kitateguhkitamenang komunikasikita disiplindiri selfdiscipline cmco aidilfitri â€ pictwittercomehsmthwqv"
"4539","Positif",0,"repost â€ â€ â€ â€ â€ â€ repost â€ â€ â€ â€ â€ â€ status    malaysia mei sumber â€ â€"
"4540","Positif",0,"kampung tangguh meru  mandiri warga kabupaten madiun hadap pandemi  tatakehidupanbaru timesindonesia via"
"4541","Positif",1," daerah  endus seleweng dana bansos   selesa  ranah hukum   efek jera"
"4542","Negatif",-1," republiken   kultusin trump kayak messiah  bela trump  becus doi urus   blame     percaya   goblok  after all  relevan   bill gates  masuk microchip  vaksin ğÿ˜‚ğÿ˜‚ğÿ˜‚ ok bhay"
"4543","Positif",0,"aman  abuh penyebrangandesa pangkal balai c pulau merbau  cegah sebar  coronacovid  wilayah c pulau merbau kab kep meranti polricegahcorona dirumahaja pictwittercomnyrfpkyi"
"4544","Positif",0,"repost â€ â€ â€ â€ â€ â€ repost â€ â€ â€ â€ â€ â€ status    malaysia mei sumber â€ â€"
"4545","Positif",0,"statistik  kasusâ  onenews  covidmalaysia dudukrumah berpesanpesan   dudukdirumah kitateguhkitamenang komunikasikita radiom terengganufm sohbengtubik stesensuara â€"
"4546","Negatif",-1,"pangkogabwilhanâ i tinjau rs darurat   wisma atlet mayor"
"4547","Positif",0,"statistik  kasusâ  onenews  covidmalaysia dudukrumah berpesanpesan   dudukdirumah kitateguhkitamenang komunikasikita radiom terengganufm sohbengtubik stesensuara â€"
"4548","Positif",0,"during  period sales  instagram    engagement with audience     share content  best and ask people  comment  post  i got free marketing  method  âœ sales  naikğÿ™œğÿ digitalmarketing pictwittercomvkpfijyjy"
"4549","Positif",0,"u   kepemimpinan kuat hadap pandemi   perang komando   â€ viruscorona "
"4550","Positif",0,"pemilupilkada   lihat   end politik  "
"4551","Positif",1," orang pasien positif papar   jenis    kabupaten pamekasan jawa timur nyata sembuh  jalan awat  rumah sakit  daerah  â€"
"4552","Positif",0,"statistik  kasusâ  onenews  covidmalaysia dudukrumah berpesanpesan   dudukdirumah kitateguhkitamenang komunikasikita radiom terengganufm sohbengtubik stesensuara â€"
"4553","Positif",0,"narinziko burundi nta  burya baratubeshyaga ngo bikorere amatorağÿ˜‚ğÿ˜‚ â€"
"4554","Positif",1,"direktur rsud sultan imanudin  fachruddin positif  â€"
"4555","Positif",0," hasil rangkai konpersangka teinggi daerah dampak  ğÿ˜š"
"4556","Positif",0,"walaupon   kasus warganegaradorang kat sin  new cases"
"4557","Positif",0,"potensi sebar   kabupaten bogor    â€"
"4558","Positif",0,"ababaka ba paalamenti abava mu acholi basabye pulezidenti museveni akyuse mundowooza ye ayongezeyo omugalo mu bukiikakkono bwa uganda lwa kirwadde kayak  nbsamasengejje nbsupdates staysafeug pictwittercomutyuijpn"
"4559","Positif",0," iit alumni council mumbai university  paner for megalab mumbai initiative"
"4560","Positif",1,"angkat "
"4561","Positif",0,"infostatistik  selangor selangor catat ambah kasus    tingkat  kasus sumbang  kasus  dikalangan kerja bersih klia  warganegara  tinggal diâ€ â€"
"4562","Negatif",-1," tumhein lagta hai ki  ki wajah  tumhare exams cancel ho jaengepictwittercomevsxjgkly"
"4563","Positif",1,"pei   sabar    positif   landai   terap new normalmalah   lonjak"
"4564","Positif",0,"fase relaksasi tahap ama kendali   kota samarindapictwittercomydlblktay"
"4565","Positif",0,"kampus  surat cuti  "
"4566","Negatif",-2,"    langsung rubah perilakukan  sadar kalo    bawa lengkap  masuk    bawa mukena  kak kantor  skalian bawa sajadah    ngantor bawa bekel    familiar  makan ala kadar made   â€"
"4567","Positif",0,"thã xã…tl radio kali now on radio garden ğÿğÿğÿ â€ ğÿ‘ˆğÿğÿ‘ˆğÿğÿ‘ğÿ np lol wtf  stayhome pictwittercomksdbmrsz"
"4568","Positif",0,"surati pemerintah aceh pusat  aceh  alam  tangani covidserambi indonesia â€"
"4569","Positif",0,"vawiin  icmr guidelines angin national health mission mizoram hmalaknain civil hospital lungleia biosafety level laboratory ah  sample testna atana hman turin molbio truenat khawl chu hman  theih tura bun a  ta â€"
"4570","Positif",1,"ketua   selamat maarif beri  kena nyata kena bangkang massal hadap pemerintah   pandemi   "
"4571","Positif",2," teliti putar   temu hasil kejut   sintas pasien sembuh   tunggu      hubung seks   â€"
"4572","Negatif",-1,"cegah sebar  bupati bentuk kampungâ tangguh â€"
"4573","Negatif",-1,"   bingung  istilah new normal  gambar sederhana inti relasi beraktifitas kerja   pandemi   hati halhal  ğÿ˜ newnornal bersamalawancorona orijingan disiplinpolahidupbaru pictwittercomoexvoaohg"
"4574","Negatif",-1,"rutin cek sehat  satgas mtf unifil kiri sultan hasanuddin cegah penularanâ  â€"
"4575","Negatif",-1,"lupa kejap psl  pkpb   sambung  takğÿ”"
"4576","Positif",2,"menteri ppnbappenas luncur dashboard nasional tuju normal    acu evaluasi laksana bijak mitigasi  pei urang psbb yuk semangat menujunormalbaru kumhampasti kumham pictwittercomopxaioewa"
"4577","Negatif",-1,"lindung orang tua   pandemi  selamat  lansia nasional  dengerinelshintadirumahaja pictwittercomdoilvieoc"
"4578","Negatif",-2,"hai orang orang     â€"
"4579","Positif",2,"sobat  positif  jatim mash  beambah admin     tingkat waspada mari gotong royong  jaga kurva jawa timur   alami tingkat   terap physicaldistancing rajin cuci tang  masker dirumahajadulu pictwittercomuwookmrhjl"
